ts_utc,event_ticker,market_ticker,strike,side,count,price_cents,entry_cost,fee,p_yes,p_win_model,implied_q_chosen_side,break_even_prob,edge_prob,expected_pnl,outcome_yes,win,realized_pnl,source_event,skip_reason
2026-02-18T08:33:35.083557+00:00,KXBTCD-26FEB1804,KXBTCD-26FEB1804-T67999.99,67999.99,no,1,10,0.11,0.01,0.8376777574932524,0.16232224250674765,0.1,0.11,0.05232224250674765,0.05232224250674765,,,,skip,state_event_mismatch
2026-02-18T08:33:46.704450+00:00,KXBTCD-26FEB1804,KXBTCD-26FEB1804-T67999.99,67999.99,no,1,10,0.11,0.01,0.8314116321140058,0.16858836788599418,0.1,0.11,0.05858836788599418,0.05858836788599418,,,,skip,state_event_mismatch
2026-02-18T08:33:58.315579+00:00,KXBTCD-26FEB1804,KXBTCD-26FEB1804-T67999.99,67999.99,no,1,10,0.11,0.01,0.8309530480767722,0.16904695192322783,0.1,0.11,0.05904695192322783,0.05904695192322783,,,,skip,state_event_mismatch
2026-02-18T08:34:09.914922+00:00,KXBTCD-26FEB1804,KXBTCD-26FEB1804-T67999.99,67999.99,no,1,10,0.11,0.01,0.8256247648300667,0.17437523516993325,0.1,0.11,0.06437523516993325,0.06437523516993325,,,,skip,state_event_mismatch
2026-02-18T08:34:21.546523+00:00,KXBTCD-26FEB1804,KXBTCD-26FEB1804-T67999.99,67999.99,no,1,10,0.11,0.01,0.8278490022619044,0.1721509977380956,0.1,0.11,0.06215099773809561,0.06215099773809561,,,,skip,state_event_mismatch
2026-02-18T08:34:33.157514+00:00,KXBTCD-26FEB1804,KXBTCD-26FEB1804-T67999.99,67999.99,no,1,10,0.11,0.01,0.8288043033150887,0.1711956966849113,0.1,0.11,0.0611956966849113,0.0611956966849113,,,,skip,state_event_mismatch
2026-02-18T08:34:44.725315+00:00,KXBTCD-26FEB1804,KXBTCD-26FEB1804-T67999.99,67999.99,no,1,9,0.1,0.01,0.8341955480802075,0.16580445191979254,0.09,0.1,0.06580445191979253,0.06580445191979253,,,,skip,state_event_mismatch
2026-02-18T08:35:07.915332+00:00,KXBTCD-26FEB1804,KXBTCD-26FEB1804-T67999.99,67999.99,no,1,7,0.08,0.01,0.8659133425960717,0.13408665740392833,0.07,0.08,0.05408665740392833,0.05408665740392833,,,,skip,state_event_mismatch
2026-02-18T08:35:42.780996+00:00,KXBTCD-26FEB1804,KXBTCD-26FEB1804-T67999.99,67999.99,no,1,7,0.08,0.01,0.8696284081581382,0.13037159184186176,0.07,0.08,0.050371591841861754,0.050371591841861754,,,,skip,state_event_mismatch
2026-02-18T08:35:54.554838+00:00,KXBTCD-26FEB1804,KXBTCD-26FEB1804-T67999.99,67999.99,no,1,9,0.1,0.01,0.8371981648474066,0.1628018351525934,0.09,0.1,0.06280183515259338,0.06280183515259338,,,,skip,state_event_mismatch
2026-02-18T08:36:06.246052+00:00,KXBTCD-26FEB1804,KXBTCD-26FEB1804-T67999.99,67999.99,no,1,9,0.1,0.01,0.8365935337993284,0.16340646620067156,0.09,0.1,0.06340646620067156,0.06340646620067156,,,,skip,state_event_mismatch
2026-02-18T08:36:17.842716+00:00,KXBTCD-26FEB1804,KXBTCD-26FEB1804-T67999.99,67999.99,no,1,12,0.13,0.01,0.7967125057661826,0.20328749423381742,0.12,0.13,0.07328749423381742,0.07328749423381742,,,,skip,state_event_mismatch
2026-02-18T08:36:29.414725+00:00,KXBTCD-26FEB1804,KXBTCD-26FEB1804-T67999.99,67999.99,no,1,12,0.13,0.01,0.8008719857066484,0.19912801429335159,0.12,0.13,0.06912801429335158,0.06912801429335158,,,,skip,state_event_mismatch
2026-02-18T08:36:40.999397+00:00,KXBTCD-26FEB1804,KXBTCD-26FEB1804-T67999.99,67999.99,no,1,14,0.15,0.01,0.7843514747102424,0.21564852528975764,0.14,0.15,0.06564852528975765,0.06564852528975765,,,,skip,state_event_mismatch
